Gene.symbol	Gene.ID	adj.P.Val	P.Value	logFC
MBNL1	4154	0.802157047692553	0.738439506319496	-0.0499199638760697
PCBP3	54039	0.802585017966581	0.738869499554209	-0.0108682367435895
GK3P	2713	0.802924081831264	0.739217678892806	0.036450897047009
PDCD2	5134	0.802960011727069	0.739286792648771	0.0193383257350423
DDX17	10521	0.803073252017857	0.739427092925117	0.130618381581195
FAM172A	83989	0.80308544650655	0.739474361235982	-0.0581753934188036
HIST1H2BN	8341	0.803338271669717	0.739743212152355	0.027219849961539
NOVA1	4857	0.803573903670797	0.739996252897938	0.00910271949572694
MAPK8IP3	23162	0.803732886831562	0.740178726862204	0.0372180729188036
VPS13D	55187	0.803833438988952	0.740314857997004	-0.0708674307564117
VCP	7415	0.803833438988952	0.740343475670702	0.0527073770683746
TCL1A	8115	0.803961492939105	0.740497494999874	-0.0832241173247863
FKBP8	23770	0.804162306772842	0.740718545371475	-0.0469902058418814
ENPP4	22875	0.804337587931199	0.740916094326428	-0.0585361823632482
MTOR	2475	0.804620811643486	0.741213095211859	0.0204744946025652
ESR1	2099	0.804670832441859	0.741295285570457	-0.00727245374786367
		0.804790519662468	0.741474937635104	-0.0475252985128218
ATP5L	10632	0.804790519662468	0.741505197579073	0.0540695162094007
GGA3	23163	0.804790519662468	0.741513896656201	0.0225543901196579
BRD2	6046	0.804949864593656	0.741696837043349	-0.0627078030256438
DDOST	1650	0.805176509239915	0.741941806050495	-0.0423297344957252
PSD4	23550	0.805288967594833	0.74208639267375	0.086150897568376
THEM6	51337	0.805288967594833	0.742117710791181	-0.026885992384615
HNF1A	6927	0.805409923359545	0.742265322717391	0.00982119097008427
LY6G6C	80740	0.805514541126166	0.742403468290624	0.0126015933589745
RGS12	6002	0.805514541126166	0.74243403696312	-0.0147057846153853
CACNA2D2	9254	0.805718464449986	0.742667802861822	0.035447015666664
CRHR2	1395	0.805718464449986	0.7426943077594	0.0190020222051288
ZDHHC11B///ZDHHC11	653082///79844	0.805796682023546	0.742829755709573	-0.0624125687222215
POLR2L	5441	0.805796682023546	0.74285058412822	0.0571824571581221
TUBB4B	10383	0.805796682023546	0.742874892914316	-0.0735791204145357
SH3GLB2	56904	0.805901821917804	0.743007989475356	-0.0671269210512824
SNRPA1	6627	0.806172033478704	0.743293292098011	-0.0407198469743602
SLC39A6	25800	0.806363615804113	0.743529208810189	0.0533255042051257
LOC220077	220077	0.806363615804113	0.743542306418665	-0.0205979195683756
FOXN3-AS2	29018	0.806463155598147	0.743689873943003	-0.0127234002606844
DCHS2	54798	0.806463155598147	0.743706475088019	0.00915784694017141
KDELR3	11015	0.806795425636863	0.74405259431389	0.0309744052948715
HILPDA	29923	0.806795425636863	0.744085302349916	-0.0711963200854715
SLC28A2	9153	0.806887859175139	0.74420676218496	0.0124030095641028
KIR3DS1	3813	0.807242627572004	0.744570198110102	0.0335849837478635
HIST1H3G	8355	0.807292139769624	0.744677654545416	-0.0243137373974358
ORAI2	80228	0.807292139769624	0.74468832441613	0.0273078818119648
HSPB3	8988	0.807483617311816	0.744901190928587	0.00808927267521353
SARDH	1757	0.807496220426367	0.744949055481974	0.0121471771538464
TRMT2A	27037	0.807529265689141	0.745015780821135	-0.0421364546538463
VASH2	79805	0.80763092632393	0.745145815836902	-0.0100039689700853
MYO1E	4643	0.807830412800412	0.745366121580419	0.0355073055940163
PFKL	5211	0.807895176044204	0.74546213322465	0.0414025016239332
B9D1	27077	0.808080033144557	0.745668969237463	0.00906405117948683
SPON1	10418	0.808219331660981	0.745833779874557	0.0841256395683749
KAZN	23254	0.808248711005139	0.745897750323283	0.0847676899871788
PXN	5829	0.808248711005139	0.745956223189535	0.0836324539743591
GPR68	8111	0.808248711005139	0.745969707424121	0.00674093269230802
LYPD3	27076	0.808264224942498	0.7460353111432	0.0219711073376063
SECISBP2	79048	0.808264224942498	0.746056571315231	-0.0538166576239325
PRRC2C	23215	0.808299882699664	0.746125758975425	0.0843857645598289
VILL	50853	0.808308761433176	0.746170229443093	0.0213468985299148
IFITM2	10581	0.808498535522658	0.746381697896899	0.0778265739273518
RAB2A	5862	0.808500719264749	0.746419997159916	0.0805279738205069
ATP6V1D	51382	0.808511001080609	0.746465773245585	0.0229542377051279
ARHGEF18	23370	0.808706643058268	0.74668269417407	0.0654611029615371
NFIC	4782	0.808807900450299	0.746812482689265	-0.023969591149573
GK	2710	0.808821828858046	0.746897351251527	-0.0485544518675218
NOS1AP	9722	0.808821828858046	0.746897938895661	-0.0150173310470114
PSMD4	5710	0.80920287420631	0.747286125989205	0.0282496133034176
CD24	100133941	0.809250067311275	0.747366025005552	0.0947821100897421
		0.809251932046704	0.747404064152994	-0.0304577519529943
NDUFC2-KCTD14///NDUFC2	100532726///4718	0.80928908748175	0.747474698625046	0.0346885470427338
PRR36	80164	0.809477554985854	0.747685097909565	0.00982078344017046
PASK	23178	0.809512097601622	0.747753332358039	-0.0514175838247857
ABCD3	5825	0.809661844130022	0.747927989928302	0.0693518070811949
FZD3	7976	0.809694074648514	0.747994099835734	-0.0223142854401721
TAF4B	6875	0.809746132967411	0.748078530416332	-0.0326527019700862
FAM65B	9750	0.809875181164266	0.748234095706536	-0.136809588132478
SLC7A5	8140	0.810090206519194	0.748469109716698	0.125020291978631
PPIP5K2	23262	0.810125292978071	0.748537883459386	0.0600423552777727
CCHCR1	54535	0.810156622857039	0.748603189185767	-0.0288671090000001
		0.810172241735751	0.748653979696668	-0.0116336742863261
FZD5	7855	0.810526712221084	0.74906432148033	-0.00980699507692329
SGSM3	27352	0.810526712221084	0.749089398509153	-0.0299842933632473
RPL17-C18orf32///SNORD58C///SNORD58A///SNORD58B///RPL17	100526842///100124516///26791///26790///6139	0.810526712221084	0.74909065706956	-0.0699703202051296
ANKH	56172	0.811203553815062	0.749770981400302	0.0171545308931615
YME1L1	10730	0.811203553815062	0.749789004818697	-0.0168494559957266
		0.811271986727064	0.749888664480426	-0.0160472271239329
FXR2	9513	0.811367707437566	0.750052123290077	-0.0228798130555568
CYP2J2	1573	0.811367707437566	0.750052971269469	0.00786493553846146
FBLN1	2192	0.811367707437566	0.750086378549292	0.00782158179487213
MED13L	23389	0.811488088912954	0.750241702976487	0.0498378298888866
MAGEA2B///MAGEA2	266740///4101	0.811488088912954	0.750270502525902	0.0257624616410261
GNL3L	54552	0.811504907805318	0.750351896771882	0.026749922324786
FCN3	8547	0.811504907805318	0.750358888857909	0.0119972660982905
TET1	80312	0.81191862422046	0.750777868871453	0.0271510943034183
CDKL3	51265	0.812194913710729	0.751102904249679	-0.0196183677478632
NUDT4P1///NUDT4	440672///11163	0.812194913710729	0.75112735597156	-0.0714467987136755
RGSL1	353299	0.812194913710729	0.75121751127006	0.0211472932008543
FAM131A	131408	0.812194913710729	0.751246470264652	0.0403870492606839
MAGOH2P	100506898	0.812194913710729	0.751273874846156	-0.0275893755555554
ADAM22	53616	0.812194913710729	0.751280559022527	0.0181254785256408
OVOL2	58495	0.812194913710729	0.751288496226071	0.0328086688803424
PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3	56114///56113///56112///56111///56110///56109///56108///56107///56106///56105///56104///56103///56102///56101///56100///56099///56098///56097///26025///9708///8641///5098	0.812288909068644	0.751411896182379	-0.0590588309188047
IST1	9798	0.81241387674136	0.751563957059032	-0.0404954604273478
WDR45	11152	0.812443180803944	0.751627526467411	0.046097690089745
FAM13B	51306	0.812514804220017	0.75174787915664	0.049405809551283
INO80B-WBP1///INO80B	100532735///83444	0.812514804220017	0.751854660196652	-0.0103071394786323
FGGY	55277	0.812514804220017	0.751891340040945	-0.0246163109871795
GNAS	2778	0.812514804220017	0.751896881526391	-0.0364567270512879
ELN	2006	0.812514804220017	0.751909306992684	-0.0462902597478623
MAP2K4	6416	0.812514804220017	0.751912569125385	0.0501360346965836
KLRG1	10219	0.812534910238597	0.751967639857306	-0.0581209830726497
BCOR	54880	0.813203749351641	0.752623117303724	0.0630892429316212
GRIN1	2902	0.813279389541596	0.752752100776896	0.0196093260769223
BRE	9577	0.813279389541596	0.752766118085331	0.0389947179444432
IGFBP3	3486	0.813330103273513	0.752880270291714	0.0287926218974364
TESK2	10420	0.813330103273513	0.75288605844019	0.0254846562820514
SLC38A1	81539	0.813350545996718	0.752975803264433	0.166414164653845
NFATC2IP	84901	0.813350545996718	0.752977983815747	0.0782750815854687
ZFPM2	23414	0.813454872324181	0.753111071940397	0.0114668906410254
PFDN5	5204	0.813577028638967	0.753260677550174	0.0334079557264957
MAPKAPK5-AS1	51275	0.813591953353685	0.753311007566002	-0.0263053912307738
KIR2DS3	3808	0.8138105709463	0.753574329714076	0.0308131280470092
YIF1A	10897	0.8138105709463	0.753586470444103	0.051548564773503
CIRBP	1153	0.81395105501306	0.753753086217946	0.0578782468632486
ABHD17A	81926	0.81400466118653	0.753839258100131	0.0606211219102555
INPP5A	3632	0.814051989358996	0.753919620535907	-0.0560896408076914
ALDH1B1	219	0.814190777888011	0.754084695689663	0.0415308531025627
ANXA1	301	0.81422711431541	0.754154889932044	-0.0602629954700884
PGGHG	80162	0.8148467771976	0.754765403283151	0.0670458045811957
ZNF286A	57335	0.814919935554898	0.754869738804858	0.0363597676282046
BRD2	6046	0.814992315046934	0.755008576608108	-0.0590786632692311
NFKB1	4790	0.814992315046934	0.75500993400861	-0.0632788955940162
PKLR	5313	0.815026738725942	0.755078400316759	0.0328335791623933
ZNF26	7574	0.815161187232268	0.755239541821576	-0.0499375454316242
DNAJC7	7266	0.815276973445645	0.755383404108908	0.0593046973247859
UBE2D2	7322	0.815693709559403	0.755806131188484	0.0337623112350407
RYR2	6262	0.816025445077238	0.756150131937118	0.00887610415811979
MLX	6945	0.816116550815062	0.756271177928476	0.0435159848205124
B4GALT5	9334	0.816281939981386	0.756461071696613	-0.0820546384914502
ZFAND6	54469	0.81636494480531	0.756574629770429	0.0430197823205152
MAPRE3	22924	0.81644131842885	0.756727735385361	-0.0257404410598303
NKX3-1	4824	0.81644131842885	0.75675065767949	-0.0879570930427347
PPM1F	9647	0.81644131842885	0.756755328763159	0.0668805656068372
SEZ6L	23544	0.816503242389115	0.756876906701469	0.0207648013931623
EDA	1896	0.816503242389115	0.756886010626467	0.0203761968803402
COPS8	10920	0.816638384241903	0.757080425536142	0.0100037926880336
TRIP4	9325	0.816638384241903	0.757084582043227	-0.0626197856367545
ZNHIT1	10467	0.816938625417028	0.757464121684508	-0.0286989093760681
GOLM1	51280	0.816938625417028	0.757499189872589	0.0756361860982913
SLC48A1	55652	0.816938625417028	0.757530436639564	-0.0204814985769239
KPNA1	3836	0.816938625417028	0.757535389907609	-0.0371568505897448
MED25	81857	0.816938625417028	0.757546237804247	0.0168371163162395
		0.816966167622654	0.75764112478798	0.0234086649700855
PHF3	23469	0.816966167622654	0.757645104066874	0.0319482544017076
SLC1A6	6511	0.817111506510447	0.757816559419508	-0.0108780656581193
		0.817387145002537	0.758136085865949	0.0281195562649561
ZNF813	126017	0.817387145002537	0.758145559974529	-0.0207457806581202
BAIAP3	8938	0.817665002267524	0.758462083170345	-0.0297481152478634
MLF1	4291	0.817665002267524	0.758476668171688	0.00584529291025593
TRIP11	9321	0.817799131903629	0.758637789147777	-0.0369952493205132
SLC7A8	23428	0.817824969973553	0.758727551803475	-0.0320737175384629
NOV	4856	0.817824969973553	0.758735161525076	-0.0406252936752152
GAP43	2596	0.818037574853179	0.758969116479586	0.0201844261666673
SH3GL3	6457	0.818082131718755	0.759082300349734	0.0155795906068374
MKL1	57591	0.818082131718755	0.759083882574922	-0.0349268308247863
ENTPD7	57089	0.81822293276741	0.759251248971491	0.0115878962777787
HMBOX1	79618	0.818235297475744	0.759299442678429	0.134706536679487
		0.818447815121428	0.759533382798367	0.00571962617094135
SLC38A7	55238	0.818524240746042	0.759641040193338	0.0428261586111107
NKX6-1	4825	0.818709205959132	0.75984944075936	0.0104781126965792
RABL3	285282	0.818808097723685	0.759977968725991	0.0256018103675206
ENOX2	10495	0.818932397373836	0.760130089076114	-0.0191371718162396
DTX3	196403	0.818973530118954	0.760205021629962	-0.00997248095726455
GAD1	2571	0.81904999259684	0.760312753976827	-0.0235174330470089
UQCRC1	7384	0.819275067771142	0.760567361933768	-0.0375667944102567
LOC101927051	101927051	0.819275067771142	0.760595221782597	0.0142806091282068
EIF5	1983	0.819365175823926	0.760723936610113	-0.0492266574487203
MAX	4149	0.819365175823926	0.760752417655666	0.0749047891367534
FAM168A	23201	0.819613723871049	0.761019967997667	-0.034487703974361
CACNB2	783	0.81962410764856	0.76106639192911	0.019452367145298
ZNHIT2	741	0.819765897482044	0.761234840492683	0.0127948617820506
PPFIBP1	8496	0.820175353586757	0.761685607433878	0.0125576399358969
MBP	4155	0.820175353586757	0.761688675991758	0.0284225056111103
IPO8	10526	0.820413052080727	0.761946242104324	-0.0232186577051294
GALE	2582	0.820522771026069	0.762091860832149	0.0496532875769216
UBBP1	7315	0.820522771026069	0.762172949296241	0.0399050064401685
CHMP5	51510	0.820522771026069	0.762193878227667	-0.0608895148760702
TEAD3	7005	0.820522771026069	0.762195433176349	0.0211941733803398
PCDH17	27253	0.820590176456472	0.762294872891845	0.0139987929316248
UPK1B	7348	0.820687194072961	0.762421828501744	0.0127084634188028
NUDT3	11165	0.820796373303753	0.762560091555638	-0.087613525230771
PCBP1	5093	0.82110779744144	0.762886268923849	0.0374699713760656
ACO2	50	0.821124880210834	0.762938990256478	-0.0180433178162409
APOBEC3F///APOBEC3G	200316///60489	0.821191687382608	0.763037916225683	-0.0605559297863252
AZIN1	51582	0.821214414357578	0.763095887613338	0.0359179743076883
EPN2-IT1///EPN2	100874309///22905	0.821369405898748	0.763276770988887	0.0154583482606832
RNFT2	84900	0.821562919207686	0.763493467259918	-0.0244556818076935
TEX261	113419	0.821761225574368	0.763755832323776	-0.0290593360641056
DDX21	9188	0.821761225574368	0.763781608826904	0.0639379454059839
		0.821761225574368	0.763821103765701	-0.0421251962222211
H2BFS	54145	0.821761225574368	0.763825270569327	-0.0744517780683775
YY2///MBTPS2	404281///51360	0.822218192678339	0.764323595930385	0.00854090468803337
APOA1	335	0.822218192678339	0.764323818298214	0.0102015560341888
RYK	6259	0.822451413293235	0.76457752665123	-0.0306562560256438
RHOF	54509	0.8226103728911	0.764762217152629	0.0569278678376062
FLOT2	2319	0.822652577356488	0.764838372081603	-0.0458414231153874
INVS	27130	0.823031809623364	0.765227888155852	0.0164108134444443
ZNF551	90233	0.823096805320608	0.765355953438782	-0.061143857367524
DRG2	1819	0.823096805320608	0.765362195675762	-0.0150730325641035
DHX34	9704	0.823202221145225	0.765497160362169	0.036817411594015
UCHL5	51377	0.823433467398681	0.765749150089103	-0.0626007745470076
LOC440434	440434	0.823590941732621	0.765932553315312	-0.039539755222223
CHMP1B	57132	0.823794753192444	0.766171492428936	0.0511297181153854
CLIC5	53405	0.823794753192444	0.766196035538904	0.0224985614273514
SRRT	51593	0.82398212888585	0.766407288214698	0.0214994067008538
USP46	64854	0.824149315348873	0.76659977827205	-0.0340976358589757
CTC-338M12.4	101928649	0.824239555492191	0.766720706648213	0.0166194085555551
SRR	63826	0.824294421674315	0.76680873611663	0.0326784663675221
ARSF	416	0.824429865433125	0.766971732281501	0.00773337762393167
RPL15	6138	0.8248915143996	0.767438225778311	0.0406443537692258
DDX27///SS18	55661///6760	0.825018105039467	0.767617146679621	0.0252862304102548
TMEM259	91304	0.825018105039467	0.76763004854747	0.0758945663034192
SUPT20H///DES	55578///1674	0.82532316689843	0.767950928621462	0.0249590926495724
CCR4	1233	0.825338408010127	0.768002149176053	-0.0117533404059826
TUBB3	10381	0.825376297978053	0.768074447555217	0.0576646895213635
SF3B3	23450	0.825553026642857	0.768292409947474	-0.0263315129102564
COBLL1	22837	0.825553026642857	0.768313003927638	-0.0383748158504273
EMILIN1	11117	0.825585773397434	0.76838053020192	-0.0682842682350424
HES1	3280	0.825879264227461	0.768690748107416	0.0137008423974359
SSR1	6745	0.825911782972388	0.768758079730301	-0.0538777720384633
GAPDH	2597	0.826031807420925	0.768906868443424	0.01896347923077
DCSTAMP	81501	0.826051716762563	0.768962471875683	0.0148562954786331
ARHGAP33	115703	0.826111343892048	0.769055051729868	0.0410315232564109
WDR25	79446	0.826175556874972	0.769151906268065	0.0134821073589744
GLE1	2733	0.82622828048419	0.769238069691021	-0.0405648940042749
SLC50A1	55974	0.826543571385107	0.769585606530609	0.0298995110598277
MASP2	10747	0.826543571385107	0.769605798999156	-0.0145527332350435
SMAD5	4090	0.826595622835454	0.769698603721648	-0.0213324041709408
SEMA6C	10500	0.826595622835454	0.76973766674025	0.00968819787179598
SVIL	6840	0.826595622835454	0.769765550844074	0.0887969595897413
ZNF154	7710	0.826612285283384	0.769818163811012	0.00938151959829048
RNF40	9810	0.826631051272841	0.769872737381199	-0.0575963024059831
RBCK1	10616	0.826678706588543	0.769954219653485	-0.045864281243591
PCYT2	5833	0.826696534127911	0.770007923790548	-0.0319450853076937
PIAS4	51588	0.826752518623965	0.770105813323324	0.0151666092393157
CLK1	1195	0.826752518623965	0.770134274068915	0.0647945848290572
BIRC3	330	0.826759265192732	0.770214397432994	0.0684743727948716
RABAC1	10567	0.826759265192732	0.770214763996586	-0.0535620544273545
APOC4-APOC2///APOC4///APOC2	100533990///346///344	0.826836438042327	0.770357155886651	-0.0235543048290614
NOCT	25819	0.826836438042327	0.770397132593957	-0.0170509792521383
ARFGEF1	10565	0.826836438042327	0.770397977230839	-0.0492982095598329
TRAPPC2	6399	0.827010773477884	0.770597526801656	0.044639902769231
ANGPTL2	23452	0.827314125203816	0.770944576269144	0.00843695137179523
CNDP2	55748	0.827314125203816	0.770954441047311	0.0443457681196566
RPL23AP32	56969	0.827436251206549	0.771105380449454	-0.034609688047011
UBE2G2	7327	0.827446577388262	0.771171740499819	0.0482320243034176
ADAMTS9	56999	0.827446577388262	0.771211727899293	0.0292919622948711
BCL9	607	0.827446577388262	0.771260190457076	-0.0281832103632484
ADA	100	0.827446577388262	0.771288994639488	0.0829458639871792
CARTPT	9607	0.827446577388262	0.771300671315873	0.017239706713676
		0.827561761642022	0.771445178514028	0.0172800322051279
VARS	7407	0.827784666851916	0.771690117332265	-0.041499834594017
ACBD3	64746	0.827834865697608	0.771774065431141	-0.0309347280384644
PRH1-PRR4///PRR4	100533464///11272	0.827936229640847	0.77190572053981	-0.0210785306452976
ARHGEF16	27237	0.828007735219013	0.772009545703461	0.0117074039529905
CAST	831	0.828181345354653	0.772208581090231	0.0753408174487138
TTF1	7270	0.82827822376877	0.772336082819527	0.0447110610811938
CIB2	10518	0.828479519463887	0.77256096283894	0.00860314033333287
C9orf16	79095	0.828513893487549	0.772630198208108	-0.0137889096581199
SIRT1	23411	0.828596124979896	0.772745234409279	-0.0623717015854721
RABGAP1L	9910	0.828596124979896	0.772787218482538	-0.0572578114743596
GRAMD1B	57476	0.828596124979896	0.772818438516232	-0.0331295597008534
PAPOLA	10914	0.828906531000888	0.773147179455695	0.0481740037264942
NAA60	79903	0.828906531000888	0.773216614211925	0.0378757701410235
SAA3P	6290	0.828906531000888	0.77321954644278	0.0238213129188036
SLC7A9	11136	0.828908666193873	0.773258737341114	0.0203128990683759
SUMO1	7341	0.82893363382977	0.773333802004269	-0.0330319927991436
GBP2	2634	0.82893363382977	0.773356429281833	-0.111014936957267
H6PD	9563	0.82913085357382	0.773577635228637	-0.00657817803418803
CEP164	22897	0.829393667350937	0.773860060938533	0.030583389294871
CTDP1	9150	0.829519243109291	0.774014455088111	-0.0632123380128196
CXCR5	643	0.829801381643083	0.774328242087915	0.0237047001623925
NR2C1	7181	0.829801381643083	0.774363638533845	-0.0579498524700846
FICD	11153	0.829801381643083	0.774389432808326	0.0134734775042737
SQLE	6713	0.829867491198852	0.774488369921973	0.0466252824401696
SLC4A8	9498	0.829945037383774	0.774597986916948	-0.0280745458247869
CLPS	1208	0.830177175071209	0.774851899974465	0.00894196386752144
		0.830308132944708	0.775011392412017	0.0143773176581186
NAT1	9	0.830426464208773	0.775253185155225	-0.0632561138119661
		0.830426464208773	0.775255385328123	0.0102289075170945
COL5A1	1289	0.830426464208773	0.775288373418748	0.0600238903504278
DYNLRB1	83658	0.830426464208773	0.7752961603437	0.0330347933376078
FOXK2	3607	0.830426464208773	0.775308179392331	-0.0483941390769207
RTN2	6253	0.830504109858286	0.775417942180211	-0.0429677461282045
		0.830759799297788	0.775698381464868	-0.0631600378461545
CTTN	2017	0.830759799297788	0.77573123654755	0.0311959536794859
PAX5	5079	0.830914015802169	0.775912527074969	-0.0555931463034183
PPM1E	22843	0.830993244892488	0.776023804378575	-0.0113239115256412
WISP1	8840	0.831144860170553	0.776219849210354	-0.00717105003418927
		0.831144860170553	0.776239989454265	-0.0370801003846171
CYB5R1	51706	0.831577025267648	0.776726430673204	0.046121369106837
HBS1L	10767	0.831577025267648	0.776744416859395	0.0492281857222223
YME1L1	10730	0.831577025267648	0.776755562712418	-0.0232719246495741
CRYAA	1409	0.83167540161115	0.776884776939196	-0.00612086095726494
VAPA	9218	0.831692119593639	0.776937717608095	-0.0265858613675221
FLNB	2317	0.83187877572137	0.777149417681271	0.0695942875726487
CRLF1	9244	0.832288536926388	0.777569571499957	0.0187521524529912
RNFT2	84900	0.832536637090105	0.777838722235735	-0.0486377922350423
FOXN3	1112	0.832692904124283	0.778022091453914	-0.0585063422692329
LOC100127972	100127972	0.832789205770074	0.778152261895679	0.0573219245726482
SETD3	84193	0.832789205770074	0.778186816970088	0.0310490678974347
RUFY3	22902	0.832833074681303	0.778265184853421	-0.0162336765683757
DDX28	55794	0.833139911849149	0.778589306841389	0.00906571698717773
CREBZF	58487	0.833387073758023	0.778857685725029	0.0211131947307681
HIST1H4H	8365	0.833419301821912	0.778931315813635	-0.0415710728504277
DDX17	10521	0.833419301821912	0.778962608223532	0.136089030064102
AJAP1	55966	0.833460112904767	0.779038156064286	0.00406303779914552
ATP4A	495	0.833789522403246	0.779383474493435	0.00507205146581224
IFNAR1	3454	0.834017187597369	0.779633712590459	0.021218124461539
YME1L1	10730	0.834244184593332	0.779883346464287	-0.0353042674401713
HAS2	3037	0.834643269524746	0.780293882813782	-0.011033995696581
TSC22D3	1831	0.834859005781024	0.780562859909639	-0.0814215754273508
C1QTNF1	114897	0.834859005781024	0.780570503363186	0.00699566376068361
		0.834891303991303	0.780658811361562	0.0229323320982893
CLCN3	1182	0.834891303991303	0.780699376995443	0.0693142456581208
MECP2	4204	0.834891303991303	0.780713104216971	-0.0145695932863248
PPP1R3C	5507	0.834915477311908	0.780792283763244	-0.0117139260641035
SPTBN4	57731	0.834915477311908	0.780810646308973	0.0142686879914526
		0.834928359512445	0.780860163004953	0.012941830820512
TMEM265///SRCAP	100862671///10847	0.834977023798217	0.780943147375966	-0.0197183323589751
YBX1	4904	0.835023582114746	0.781056510078143	0.0292351615384607
APC	324	0.835023582114746	0.781078020387769	0.0164795894316212
FOXJ3	22887	0.835023582114746	0.781099113476631	-0.0260662914871803
RAPGEF5	9771	0.835032097070622	0.781144552503573	0.00776533235470023
ARVCF	421	0.835387101118399	0.781514136782037	-0.0326580934145326
RBMS2	5939	0.835495644961648	0.7816531755381	0.0243137669401707
RPGRIP1	57096	0.835598427468846	0.781786833723938	0.0189738154230761
ACOX1	51	0.83576401901286	0.781979268159544	-0.0622161699786341
DYNC1H1	1778	0.835809832633185	0.782059642346269	0.0345200697863284
ATP9B	374868	0.835874568983641	0.782163425734631	-0.0331238265128215
PNP	4860	0.835874568983641	0.782195239081222	0.0814933434059828
TFAP2C	7022	0.836134093181143	0.782475620208516	0.00703958532051274
RBM39	9584	0.83621136159393	0.782585456836145	-0.0398237238205184
GPAA1	8733	0.836272131351346	0.782679859055437	-0.0531921360470102
BRCC3	79184	0.836430540692729	0.782878220246294	0.0336750647307689
DDTL///DDT	100037417///1652	0.836430540692729	0.782903190200074	-0.0473109585854701
HHLA3	11147	0.836502021978867	0.783039324392099	0.0352834341623924
PIAS2	9063	0.836502021978867	0.783045176881802	0.0399027397606817
		0.837228700240527	0.783762989140483	-0.00782729297863183
ELOVL2	54898	0.837359004988318	0.783922550960881	0.0102274864914533
TLE2	7089	0.837563243696585	0.784172938507561	0.016385740175215
ZFHX3	463	0.837563243696585	0.784188931169136	0.0336345403931628
DUSP12	11266	0.838145447007757	0.784771646832555	0.0327498958675214
ACSBG2	81616	0.838252677839009	0.784909667599108	0.00718837725213595
ADAM22	53616	0.838348644998177	0.785037150587082	0.00865073923504278
PDK2	5164	0.838607485625055	0.785317165666114	-0.0309584337094004
LIPE	3991	0.838772015800617	0.785533353941448	-0.00675557707692365
EML3	256364	0.838772015800617	0.785546524154874	-0.029080465769229
CBLN1	869	0.839598774336878	0.786358498425286	-0.013489743576923
WDR62	284403	0.839599478858187	0.786396837196483	-0.0225295955811973
TPP2	7174	0.839875943049778	0.786693474098415	0.0337462753931561
HIST2H2AA4///HIST2H2AA3	723790///8337	0.839986612440096	0.786864574619711	-0.0284071466111118
ENGASE	64772	0.839986612440096	0.786872528298459	0.054794525816237
STAT1	6772	0.840562589827962	0.787454538900953	-0.0490086827564138
LMAN1	3998	0.840562589827962	0.787487529742339	-0.0388635005555571
		0.840564218431904	0.787526777732032	-0.0122804352350427
FERMT1	55612	0.840886472859924	0.787874018992913	0.035525597564102
TUBB2A	7280	0.840886472859924	0.78790417209722	-0.139445186196582
ZBTB11	27107	0.840889345803419	0.787977449815731	0.0426092583333313
KHDRBS3	10656	0.840889345803419	0.787982337643997	0.0660608273632475
LAMTOR3	8649	0.840901029965416	0.788031023997568	-0.0343294803888883
TTC28	23331	0.840947499721193	0.788112311478601	-0.0342061236068396
SIDT1	54847	0.840980062730525	0.788180569495323	-0.0400216762136756
CCHCR1	54535	0.841066317971639	0.788299154101229	0.011860467247863
NR1D2	9975	0.841086004136065	0.788356810066276	0.0812574912264941
RUNX1T1	862	0.841086004136065	0.788393096458734	0.0231323807222221
LOC101928589///TMEM164	101928589///84187	0.84130652162889	0.788637554359119	-0.0346185610641037
PON1	5444	0.841448650142808	0.788808547001442	0.0147482431410255
		0.841483429633284	0.788907970629078	-0.0661381907863259
GAD1	2571	0.841483429633284	0.788916677667681	0.0173646412777759
SNHG4///MATR3	724102///9782	0.841538659713809	0.789006223522007	-0.0332585228803435
TMPRSS5	80975	0.841743374145691	0.789235933941835	-0.0165123418589745
CARD14	79092	0.841853060679616	0.789385328804642	0.0185873851068368
PQLC1	80148	0.841853060679616	0.789414338414961	-0.0296930741367554
SNTB1	6641	0.841873432006096	0.78947122179237	-0.062044840294873
TNPO1	3842	0.841928589113334	0.789560729107451	-0.0402231407435911
H2AFY	9555	0.841947287385692	0.789616048637355	-0.0255998537179494
FOLR1	2348	0.842517560659153	0.790188686452257	0.0545914482905978
WWC1	23286	0.842554805231862	0.790261429311399	0.0152795367051279
OR7E37P	100506759	0.842651094805035	0.790418296524566	0.030206720153843
LOC100506123///LOC100506076	100506123///100506076	0.842651094805035	0.790427374393701	0.0936257010641004
KPNA2	3838	0.843297881669086	0.791071921219266	0.0549145483589744
LOC102724200///TRAPPC10	102724200///7109	0.843339797167744	0.791149087645044	0.0530860139487181
DNAH9	1770	0.843391179851686	0.791235139559282	0.0136863727179484
PRR5-ARHGAP8///ARHGAP8	553158///23779	0.843438502329817	0.791317386783967	-0.00720185483333324
DLK2	65989	0.843527621531005	0.791453132655021	0.0161786135341875
CEP41	95681	0.843527621531005	0.791505354248988	0.0183703826452968
